0	3.83765e+07
0	3.83765e+07
0	3.83766e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0	3.83767e+07
0.01	3.83762e+07
0.01	3.83762e+07
0.01	3.83762e+07
0.01	3.83763e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.01	3.83764e+07
0.02	3.83759e+07
0.02	3.83759e+07
0.02	3.83759e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.02	3.8376e+07
0.03	3.83755e+07
0.03	3.83755e+07
0.03	3.83756e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.03	3.83757e+07
0.04	3.83752e+07
0.04	3.83752e+07
0.04	3.83753e+07
0.04	3.83753e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.04	3.83754e+07
0.05	3.83749e+07
0.05	3.83749e+07
0.05	3.83749e+07
0.05	3.8375e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.05	3.83751e+07
0.06	3.83746e+07
0.06	3.83746e+07
0.06	3.83746e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.06	3.83747e+07
0.07	3.83742e+07
0.07	3.83742e+07
0.07	3.83743e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.07	3.83744e+07
0.08	3.83739e+07
0.08	3.83739e+07
0.08	3.8374e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.08	3.83741e+07
0.09	3.83736e+07
0.09	3.83736e+07
0.09	3.83736e+07
0.09	3.83737e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.09	3.83738e+07
0.1	3.83733e+07
0.1	3.83733e+07
0.1	3.83733e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.1	3.83734e+07
0.11	3.83729e+07
0.11	3.83729e+07
0.11	3.8373e+07
0.11	3.83731e+07
0.11	3.83731e+07
0.11	3.83731e+07
0.11	3.83731e+07
0.11	3.83731e+07
0.11	3.83731e+07
